regla_id,iso3,unidad,feriado_id,feriado,categoria,regimen,duracion_dias,recurrencia,periodo_anios,clase_de_fecha,calendario,mes,dia,ordinal,dia_semana,ancla,offset_dias,instrumento_remitido,dia_lunar_desde_fin,conjunto_de_referencia,condicion_referencia,condicion_dia_semana,vigencia_desde,vigencia_hasta,cobertura,elegibilidad,sector
596,COL,Bogotá,595,Navidad,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
667,CRI,San José,666,Jueves Santo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-3,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
669,CRI,San José,668,Viernes Santo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-2,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
663,CRI,San José,662,Año Nuevo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
665,CRI,San José,664,Batalla de Rivas (Juan Santamaría),descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,4,11,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
671,CRI,San José,670,Día Internacional del Trabajo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
673,CRI,San José,672,Anexión del Partido de Nicoya,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,7,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
675,CRI,San José,674,Virgen de los Ángeles,descanso_obligatorio_no_pagado,sin_mandato_de_pago,1.0,recurrente,1,fija,gregoriano,8,2,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
677,CRI,San José,676,Día de la Madre,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,8,15,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
679,CRI,San José,678,Día de la Independencia,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,9,15,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
681,CRI,San José,680,Día de las Culturas,descanso_obligatorio_no_pagado,sin_mandato_de_pago,1.0,recurrente,1,fija,gregoriano,10,12,,,,,,,,,,2016-01-01,2019-12-31,todo_el_pais,sin_condicion,privado
683,CRI,San José,682,Día de la Abolición del Ejército,descanso_obligatorio_no_pagado,sin_mandato_de_pago,1.0,recurrente,1,fija,gregoriano,12,1,,,,,,,,,,2020-07-02,,todo_el_pais,sin_condicion,privado
685,CRI,San José,684,Navidad,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1468,CZE,Praga,1467,Velikonocni pondeli,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,1,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1466,CZE,Praga,1465,Velky patek,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-2,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1464,CZE,Praga,1463,Novy rok / Den obnovy samostatneho ceskeho statu,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1470,CZE,Praga,1469,Svatek prace,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1472,CZE,Praga,1471,Den vitezstvi,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,8,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1474,CZE,Praga,1473,Den slovanskych verozvestu Cyrila a Metodeje,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,7,5,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1476,CZE,Praga,1475,Den upaleni mistra Jana Husa,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,7,6,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1478,CZE,Praga,1477,Den ceske statnosti,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,9,28,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1480,CZE,Praga,1479,Den vzniku samostatneho ceskoslovenskeho statu,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,10,28,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1482,CZE,Praga,1481,Den boje za svobodu a demokracii a Mezinarodni den studentstva,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,11,17,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1484,CZE,Praga,1483,Stedry den,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,24,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1486,CZE,Praga,1485,1. svatek vanocni,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1488,CZE,Praga,1487,2. svatek vanocni,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,26,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
156,DEU,Berlín,155,Christi Himmelfahrt,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,39,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
150,DEU,Berlín,149,Karfreitag,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-2,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
152,DEU,Berlín,151,Ostermontag,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,1,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
158,DEU,Berlín,157,Pfingstmontag,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,50,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
148,DEU,Berlín,147,Neujahr,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
166,DEU,Berlín,165,Internationaler Frauentag,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,3,8,,,,,,,,,,2019-01-01,,todo_el_pais,sin_condicion,privado
154,DEU,Berlín,153,Tag der Arbeit,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
160,DEU,Berlín,159,Tag der Deutschen Einheit,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,10,3,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
162,DEU,Berlín,161,1. Weihnachtstag,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
164,DEU,Berlín,163,2. Weihnachtstag,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,26,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
701,DNK,Copenhague,700,Anden paskedag (Lunes de Pascua),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,1,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
709,DNK,Copenhague,708,Anden pinsedag (Lunes de Pentecostés),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,50,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
699,DNK,Copenhague,698,Forste paskedag (Domingo de Pascua),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,0,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
707,DNK,Copenhague,706,Forste pinsedag (Domingo de Pentecostés),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,49,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
705,DNK,Copenhague,704,Kristi himmelfartsdag (Ascensión),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,39,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
697,DNK,Copenhague,696,Langfredag (Viernes Santo),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-2,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
695,DNK,Copenhague,694,Skaertorsdag (Jueves Santo),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-3,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
703,DNK,Copenhague,702,Store bededag (Gran Día de Oración),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,26,,,,,,2016-01-01,2023-12-31,todo_el_pais,sin_condicion,privado
693,DNK,Copenhague,692,Nytarsdag (Año Nuevo),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
711,DNK,Copenhague,710,Forste juledag (Navidad),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
713,DNK,Copenhague,712,Anden juledag (San Esteban),observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,12,26,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1511,DOM,Santo Domingo,1510,Corpus Christi,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,60,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1507,DOM,Santo Domingo,1506,Viernes Santo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-2,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1497,DOM,Santo Domingo,1496,Año Nuevo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1499,DOM,Santo Domingo,1498,Día de los Santos Reyes,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,6,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1501,DOM,Santo Domingo,1500,Nuestra Señora de la Altagracia,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,21,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1503,DOM,Santo Domingo,1502,Día de Duarte,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,26,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1505,DOM,Santo Domingo,1504,Día de la Independencia Nacional,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,2,27,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1509,DOM,Santo Domingo,1508,Día del Trabajo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1513,DOM,Santo Domingo,1512,Día de la Restauración,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,8,16,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1515,DOM,Santo Domingo,1514,Nuestra Señora de las Mercedes,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,9,24,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1517,DOM,Santo Domingo,1516,Día de la Constitución,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,11,6,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1519,DOM,Santo Domingo,1518,Navidad,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
735,ECU,Guayaquil,734,Lunes de Carnaval,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-48,,,,,,2016-12-20,,todo_el_pais,sin_condicion,privado
737,ECU,Guayaquil,736,Martes de Carnaval,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-47,,,,,,2016-12-20,,todo_el_pais,sin_condicion,privado
739,ECU,Guayaquil,738,Viernes Santo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-2,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
733,ECU,Guayaquil,732,Año Nuevo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
741,ECU,Guayaquil,740,Día del Trabajo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
743,ECU,Guayaquil,742,Batalla del Pichincha,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,24,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
755,ECU,Guayaquil,754,Fundación de Santiago de Guayaquil,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,7,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
745,ECU,Guayaquil,744,Primer Grito de Independencia,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,8,10,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
747,ECU,Guayaquil,746,Independencia de Guayaquil,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,10,9,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
749,ECU,Guayaquil,748,Día de los Difuntos,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,11,2,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
751,ECU,Guayaquil,750,Independencia de Cuenca,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,11,3,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
753,ECU,Guayaquil,752,Navidad,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
808,ESP,Madrid,807,Jueves Santo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-3,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
810,ESP,Madrid,809,Viernes Santo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-2,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
804,ESP,Madrid,803,Año Nuevo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
806,ESP,Madrid,805,Epifanía del Señor,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,6,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
812,ESP,Madrid,811,Fiesta del Trabajo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
814,ESP,Madrid,813,Fiesta de la Comunidad de Madrid,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,2,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
828,ESP,Madrid,827,San Isidro Labrador,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,15,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
816,ESP,Madrid,815,Asunción de la Virgen,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,8,15,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
818,ESP,Madrid,817,Fiesta Nacional de España,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,10,12,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
820,ESP,Madrid,819,Todos los Santos,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,11,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
830,ESP,Madrid,829,Nuestra Señora de la Almudena,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,11,9,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
822,ESP,Madrid,821,Día de la Constitución Española,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,6,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
824,ESP,Madrid,823,Inmaculada Concepción,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,8,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
826,ESP,Madrid,825,Natividad del Señor,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
882,FIN,Helsinki,881,Helatorstai — Ascensión,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,39,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
884,FIN,Helsinki,883,Helluntai — Pentecostés,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,49,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
876,FIN,Helsinki,875,Paasiaispaiva — Domingo de Pascua,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,0,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
874,FIN,Helsinki,873,Pitkaperjantai — Viernes Santo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-2,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
878,FIN,Helsinki,877,Toinen paasiaispaiva — Lunes de Pascua,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,1,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
870,FIN,Helsinki,869,Uudenvuodenpaiva — Año Nuevo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
872,FIN,Helsinki,871,Loppiainen — Epifanía,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,6,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
880,FIN,Helsinki,879,Vapunpaiva — Primero de Mayo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
886,FIN,Helsinki,885,Juhannuspaiva — Día de San Juan,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa_a_fecha,gregoriano,6,19,,6,,1,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
888,FIN,Helsinki,887,Pyhainpaiva — Todos los Santos,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa_a_fecha,gregoriano,10,30,,6,,1,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
890,FIN,Helsinki,889,Itsenaisyyspaiva — Día de la Independencia,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,6,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
892,FIN,Helsinki,891,Joulupaiva — Navidad,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
894,FIN,Helsinki,893,Toinen joulupaiva — San Esteban,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,26,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
915,FRA,París,914,Ascension,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,39,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
909,FRA,París,908,Lundi de Paques,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,1,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
917,FRA,París,916,Lundi de Pentecote,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,50,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
907,FRA,París,906,1er janvier,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
911,FRA,París,910,1er mai — Fete du Travail,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
913,FRA,París,912,8 mai — Victoire 1945,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,5,8,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
919,FRA,París,918,14 juillet — Fete nationale,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,7,14,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
921,FRA,París,920,Assomption,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,8,15,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
923,FRA,París,922,Toussaint,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,11,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
925,FRA,París,924,11 novembre — Armistice 1918,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,11,11,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
927,FRA,París,926,Jour de Noel,observancia_optativa,sin_mandato_nacional,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1444,GBR,Londres,1443,Easter Monday,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,1,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1442,GBR,Londres,1441,Good Friday,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua,-2,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1440,GBR,Londres,1439,New Year's Day,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1446,GBR,Londres,1445,Early May bank holiday,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,ordinal,gregoriano,5,,1,1,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1448,GBR,Londres,1447,Spring bank holiday,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,ordinal,gregoriano,5,,-1,1,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1450,GBR,Londres,1449,Summer bank holiday,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,ordinal,gregoriano,8,,-1,1,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1452,GBR,Londres,1451,Christmas Day,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
1454,GBR,Londres,1453,Boxing Day,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,26,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
943,GRC,Atenas,942,Δευτερα του Πασχα — Lunes de Pascua ORTODOXO,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,relativa,gregoriano,,,,,pascua_ortodoxa,1,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
937,GRC,Atenas,936,1η Ιανουαριου — Año Nuevo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,1,,,,,,,,,,2022-01-01,,todo_el_pais,sin_condicion,privado
939,GRC,Atenas,938,Θεοφανια — Epifanía,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,1,6,,,,,,,,,,2022-01-01,,todo_el_pais,sin_condicion,privado
941,GRC,Atenas,940,25η Μαρτιου — Anunciacion e Independencia,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,3,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
945,GRC,Atenas,944,1η Μαιου — Primero de Mayo,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,5,1,,,,,,,,,,2021-01-01,,todo_el_pais,sin_condicion,privado
947,GRC,Atenas,946,Κοιμηση της Θεοτοκου — Dormicion de la Virgen,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,8,15,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
949,GRC,Atenas,948,28η Οκτωβριου — Día del OXI,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,10,28,,,,,,,,,,2021-01-01,,todo_el_pais,sin_condicion,privado
951,GRC,Atenas,950,Γεννηση του Χριστου — Navidad,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,25,,,,,,,,,,2016-01-01,,todo_el_pais,sin_condicion,privado
953,GRC,Atenas,952,26η Δεκεμβριου — segundo día de Navidad,descanso_pagado_obligatorio,descanso_obligatorio,1.0,recurrente,1,fija,gregoriano,12,26,,,,,,,,,,2021-01-01,,todo_el_pais,sin_condicion,privado
